reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,date,year,month,quarter,month_sin,month_cos,platform_avg_enforcement,topic_avg_enforcement,log_value,organization_encoded,action_as_per_source_encoded,enforcement_type_encoded,proactive_flag_encoded,topic_encoded,units_encoded
2024,2,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,729.2,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,194.28551401869157,6.593318469221536,0,10,1,1,6,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,98.2,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,55.39217391304348,4.597138014290827,0,15,1,0,11,3
2024,2,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,7.6,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,55.39217391304348,2.151762203259462,0,10,1,1,11,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,99.7,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,98.71608695652174,4.612145799724517,0,15,1,0,12,3
2024,2,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,95.6,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,98.71608695652174,4.570578741218473,0,10,1,1,12,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,hate speech,96.9,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,362.6427983539094,4.583946549536464,0,15,1,0,14,3
2024,2,facebook,Content Actioned,content actioned,Unknown,hate speech,93.7,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,362.6427983539094,4.550714000192032,0,10,1,1,14,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,99.5,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,68.04292035398231,4.61015772749913,0,15,1,0,27,3
2024,2,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,5.2,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,68.04292035398231,1.8245492920510458,0,10,1,1,27,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,98.6,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,65.43859649122807,4.601162164590552,0,15,1,0,28,3
2024,2,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,6.5,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,65.43859649122807,2.0149030205422647,0,10,1,1,28,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,spam,98.6,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,108699.60666666667,4.601162164590552,0,15,1,0,32,3
2024,2,facebook,Content Actioned,content actioned,Unknown,spam,8.3,value in millions,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,108699.60666666667,2.2300144001592104,0,10,1,1,32,1
2024,2,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.9,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,167.38962264150942,4.6141299273595635,0,15,1,0,33,3
2024,2,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,1.6,value in millions,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,167.38962264150942,0.9555114450274365,0,10,1,1,33,1
2024,2,facebook,Content Actioned,content actioned,Unknown,violence and incitement,98.5,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,125.37943925233645,4.600157644164547,0,10,1,1,38,4
2024,2,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.7,value in percentage,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,278.27434782608697,4.612145799724517,0,15,1,0,39,3
2024,2,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,606.5,value in thousands,2024-02-01,2024,2,1,0.8660254037844386,0.5000000000000001,114.48907967032967,278.27434782608697,6.409352175214703,0,10,1,1,39,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,98.2,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,191.13304347826087,4.597138014290827,0,15,1,0,1,3
2024,3,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,1.7,value in millions,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,191.13304347826087,0.9932517730102834,0,10,1,1,1,1
2024,3,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,96.7,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,197.25565217391306,4.581901559048737,0,15,1,0,3,3
2024,3,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,368.4,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,197.25565217391306,5.911880067765139,0,10,1,1,3,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,99.6,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,109.2233644859813,4.611152257665639,0,15,1,0,5,3
2024,3,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,72.8,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,109.2233644859813,4.301358731606427,0,10,1,1,5,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,99.4,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,194.28551401869157,4.609162207257629,0,15,1,0,6,3
2024,3,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,527.0,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,194.28551401869157,6.269096283706261,0,10,1,1,6,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,94.6,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,55.39217391304348,4.560172820057356,0,15,1,0,11,3
2024,3,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,5.9,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,55.39217391304348,1.9315214116032138,0,10,1,1,11,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,99.6,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,98.71608695652174,4.611152257665639,0,15,1,0,12,3
2024,3,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,78.6,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,98.71608695652174,4.377014092850337,0,10,1,1,12,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,hate speech,94.6,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,362.6427983539094,4.560172820057356,0,15,1,0,14,3
2024,3,facebook,Content Actioned,content actioned,Unknown,hate speech,43.3,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,362.6427983539094,3.7909846770510898,0,10,1,1,14,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,98.0,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,68.04292035398231,4.59511985013459,0,15,1,0,27,3
2024,3,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,1.2,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,68.04292035398231,0.7884573603642702,0,10,1,1,27,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,99.8,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,65.43859649122807,4.613138355637268,0,15,1,0,28,3
2024,3,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,6.2,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,65.43859649122807,1.9740810260220096,0,10,1,1,28,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,spam,97.7,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,108699.60666666667,4.592084946439436,0,15,1,0,32,3
2024,3,facebook,Content Actioned,content actioned,Unknown,spam,8.1,value in millions,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,108699.60666666667,2.2082744135228043,0,10,1,1,32,1
2024,3,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.9,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,167.38962264150942,4.6141299273595635,0,15,1,0,33,3
2024,3,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,1.7,value in millions,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,167.38962264150942,0.9932517730102834,0,10,1,1,33,1
2024,3,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,98.3,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,125.37943925233645,4.598145571051127,0,15,1,0,38,3
2024,3,facebook,Content Actioned,content actioned,Unknown,violence and incitement,106.0,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,125.37943925233645,4.672828834461906,0,10,1,1,38,4
2024,3,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.6,value in percentage,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,278.27434782608697,4.611152257665639,0,15,1,0,39,3
2024,3,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,665.3,value in thousands,2024-03-01,2024,3,1,1.0,6.123233995736766e-17,114.48907967032967,278.27434782608697,6.501740019568492,0,10,1,1,39,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,98.2,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,191.13304347826087,4.597138014290827,0,15,1,0,1,3
2024,4,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,1.7,value in millions,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,191.13304347826087,0.9932517730102834,0,10,1,1,1,1
2024,4,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,96.9,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,197.25565217391306,4.583946549536464,0,15,1,0,3,3
2024,4,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,358.1,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,197.25565217391306,5.883600901232037,0,10,1,1,3,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,99.5,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,109.2233644859813,4.61015772749913,0,15,1,0,5,3
2024,4,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,67.6,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,109.2233644859813,4.22829253473184,0,10,1,1,5,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,99.8,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,194.28551401869157,4.613138355637268,0,15,1,0,6,3
2024,4,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,276.4,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,194.28551401869157,5.625460507880731,0,10,1,1,6,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,99.0,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,55.39217391304348,4.605170185988092,0,15,1,0,11,3
2024,4,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,17.6,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,55.39217391304348,2.9231615807191558,0,10,1,1,11,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,99.4,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,98.71608695652174,4.609162207257629,0,15,1,0,12,3
2024,4,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,42.9,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,98.71608695652174,3.7819143200811256,0,10,1,1,12,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,hate speech,96.1,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,362.6427983539094,4.575741375297279,0,15,1,0,14,3
2024,4,facebook,Content Actioned,content actioned,Unknown,hate speech,48.7,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,362.6427983539094,3.906004933102583,0,10,1,1,14,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,99.3,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,68.04292035398231,4.60816569496789,0,15,1,0,27,3
2024,4,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,3.0,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,68.04292035398231,1.3862943611198906,0,10,1,1,27,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,99.7,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,65.43859649122807,4.612145799724517,0,15,1,0,28,3
2024,4,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,5.0,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,65.43859649122807,1.791759469228055,0,10,1,1,28,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,spam,97.7,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,108699.60666666667,4.592084946439436,0,15,1,0,32,3
2024,4,facebook,Content Actioned,content actioned,Unknown,spam,6.8,value in millions,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,108699.60666666667,2.0541237336955462,0,10,1,1,32,1
2024,4,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.9,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,167.38962264150942,4.6141299273595635,0,15,1,0,33,3
2024,4,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,1.7,value in millions,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,167.38962264150942,0.9932517730102834,0,10,1,1,33,1
2024,4,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,98.7,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,125.37943925233645,4.602165676967792,0,15,1,0,38,3
2024,4,facebook,Content Actioned,content actioned,Unknown,violence and incitement,92.9,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,125.37943925233645,4.542230386214217,0,10,1,1,38,4
2024,4,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.6,value in percentage,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,278.27434782608697,4.611152257665639,0,15,1,0,39,3
2024,4,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,567.8,value in thousands,2024-04-01,2024,4,2,0.8660254037844387,-0.4999999999999998,114.48907967032967,278.27434782608697,6.343528878489031,0,10,1,1,39,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,98.2,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,191.13304347826087,4.597138014290827,0,15,1,0,1,3
2024,5,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,2.2,value in millions,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,191.13304347826087,1.1631508098056809,0,10,1,1,1,1
2024,5,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,96.7,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,197.25565217391306,4.581901559048737,0,15,1,0,3,3
2024,5,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,448.0,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,197.25565217391306,6.1070228877422545,0,10,1,1,3,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,99.5,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,109.2233644859813,4.61015772749913,0,15,1,0,5,3
2024,5,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,86.9,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,109.2233644859813,4.476199804691132,0,10,1,1,5,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,99.3,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,194.28551401869157,4.60816569496789,0,15,1,0,6,3
2024,5,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,193.8,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,194.28551401869157,5.271973391208435,0,10,1,1,6,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,99.7,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,55.39217391304348,4.612145799724517,0,15,1,0,11,3
2024,5,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,20.1,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,55.39217391304348,3.0492730404820207,0,10,1,1,11,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,99.5,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,98.71608695652174,4.61015772749913,0,15,1,0,12,3
2024,5,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,44.3,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,98.71608695652174,3.8133070324889884,0,10,1,1,12,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,hate speech,95.9,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,362.6427983539094,4.5736795188967205,0,15,1,0,14,3
2024,5,facebook,Content Actioned,content actioned,Unknown,hate speech,62.7,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,362.6427983539094,4.154184562578117,0,10,1,1,14,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,93.4,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,68.04292035398231,4.547541073151455,0,15,1,0,27,3
2024,5,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,512.0,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,68.04292035398231,6.240275845170769,0,10,1,1,27,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,99.2,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,65.43859649122807,4.607168188650764,0,15,1,0,28,3
2024,5,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,2.8,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,65.43859649122807,1.33500106673234,0,10,1,1,28,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,spam,98.6,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,108699.60666666667,4.601162164590552,0,15,1,0,32,3
2024,5,facebook,Content Actioned,content actioned,Unknown,spam,9.4,value in millions,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,108699.60666666667,2.341805806147327,0,10,1,1,32,1
2024,5,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.9,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,167.38962264150942,4.6141299273595635,0,15,1,0,33,3
2024,5,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,1.3,value in millions,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,167.38962264150942,0.832909122935104,0,10,1,1,33,1
2024,5,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,98.5,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,125.37943925233645,4.600157644164547,0,15,1,0,38,3
2024,5,facebook,Content Actioned,content actioned,Unknown,violence and incitement,105.8,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,125.37943925233645,4.6709579265260945,0,10,1,1,38,4
2024,5,facebook,Proactive Rate,content actioned,Proactive,violent and graphic content,99.9,value in percentage,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,278.27434782608697,4.6141299273595635,0,15,1,0,39,3
2024,5,facebook,Content Actioned,content actioned,Unknown,violent and graphic content,1.8,value in thousands,2024-05-01,2024,5,2,0.49999999999999994,-0.8660254037844387,114.48907967032967,278.27434782608697,1.0296194171811583,0,10,1,1,39,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,adult nudity and sexual activity,97.4,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,191.13304347826087,4.589040804058207,0,15,1,0,1,3
2024,6,facebook,Content Actioned,content actioned,Unknown,adult nudity and sexual activity,2.3,value in millions,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,191.13304347826087,1.1939224684724346,0,10,1,1,1,1
2024,6,facebook,Proactive Rate,content actioned,Proactive,bullying and harassment,96.1,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,197.25565217391306,4.575741375297279,0,15,1,0,3,3
2024,6,facebook,Content Actioned,content actioned,Unknown,bullying and harassment,418.6,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,197.25565217391306,6.039301876522142,0,10,1,1,3,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,child endangerment - nudity and physical abuse,98.9,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,109.2233644859813,4.604169685654508,0,15,1,0,5,3
2024,6,facebook,Content Actioned,content actioned,Unknown,child endangerment - nudity and physical abuse,39.6,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,109.2233644859813,3.703768066607687,0,10,1,1,5,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,child endangerment - sexual exploitation,95.2,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,194.28551401869157,4.566429357671661,0,15,1,0,6,3
2024,6,facebook,Content Actioned,content actioned,Unknown,child endangerment - sexual exploitation,156.7,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,194.28551401869157,5.060694493968993,0,10,1,1,6,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: organized hate,99.6,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,55.39217391304348,4.611152257665639,0,15,1,0,11,3
2024,6,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: organized hate,16.9,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,55.39217391304348,2.884800712846709,0,10,1,1,11,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,dangerous organizations and individuals: terrorism,99.5,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,98.71608695652174,4.61015772749913,0,15,1,0,12,3
2024,6,facebook,Content Actioned,content actioned,Unknown,dangerous organizations and individuals: terrorism,78.1,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,98.71608695652174,4.370712874773608,0,10,1,1,12,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,hate speech,96.0,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,362.6427983539094,4.574710978503383,0,15,1,0,14,3
2024,6,facebook,Content Actioned,content actioned,Unknown,hate speech,82.2,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,362.6427983539094,4.421247347827163,0,10,1,1,14,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,regulated goods: drugs,90.1,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,68.04292035398231,4.511957804265912,0,15,1,0,27,3
2024,6,facebook,Content Actioned,content actioned,Unknown,regulated goods: drugs,355.0,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,68.04292035398231,5.87493073085203,0,10,1,1,27,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,regulated goods: firearms,98.8,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,65.43859649122807,4.603168183317418,0,15,1,0,28,3
2024,6,facebook,Content Actioned,content actioned,Unknown,regulated goods: firearms,1.5,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,65.43859649122807,0.9162907318741551,0,10,1,1,28,4
2024,6,facebook,Proactive Rate,content actioned,Proactive,spam,99.0,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,108699.60666666667,4.605170185988092,0,15,1,0,32,3
2024,6,facebook,Content Actioned,content actioned,Unknown,spam,6.7,value in millions,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,108699.60666666667,2.0412203288596382,0,10,1,1,32,1
2024,6,facebook,Proactive Rate,content actioned,Proactive,suicide and self-injury,99.9,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,167.38962264150942,4.6141299273595635,0,15,1,0,33,3
2024,6,facebook,Content Actioned,content actioned,Unknown,suicide and self-injury,1.4,value in millions,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,167.38962264150942,0.8754687373538999,0,10,1,1,33,1
2024,6,facebook,Proactive Rate,content actioned,Proactive,violence and incitement,97.9,value in percentage,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,125.37943925233645,4.594109238628667,0,15,1,0,38,3
2024,6,facebook,Content Actioned,content actioned,Unknown,violence and incitement,72.8,value in thousands,2024-06-01,2024,6,2,1.2246467991473532e-16,-1.0,114.48907967032967,125.37943925233645,4.301358731606427,0,10,1,1,38,4
